CodeNo,BTSName,DgOnLoad,SiteOnBat,HasRecord,RecordDate
IMJBL-15023,Karkeli,0,9309,1,5/5/2017
IMJBL-38019,Badwara,0,8117,1,5/5/2017
IMJBL-38131,KATARIYA,0,0,1,5/5/2017
IMJBL-15027,LOHRA,0,6108,1,5/5/2017
IMJBL-15001,Umaria 2,0,623,1,5/5/2017
IMJBL-39215,Magarmuna,0,9212,1,5/6/2017
IMJBL-39356,Sahsan,31400,0,1,5/6/2017
IMJBL-39229,Shahpura,332,5975,1,5/6/2017
IMJBL-39239,Parsel,165,86314,1,5/6/2017
IMJBL-39222,Patan,0,0,1,5/6/2017
IMJBL-39223,Guru Mohalla-  Patan,0,4099,1,5/6/2017
IMJBL-39237,Gubra Kalan,0,31077,1,5/6/2017
IMJBL-39292,Khini,0,1913,1,5/6/2017
IMREW-46002,Jamuna Pasan,3533,85847,1,5/6/2017
IMREW-46031,Amadand,1553,101,1,5/6/2017
IMJBL-15004,Ghunghuti,0,25008,1,5/6/2017
IMJBL-15002,Nowrozabad,0,0,1,5/6/2017
IMJBL-15003,Pali,0,2548,1,5/6/2017
IMJBL-15008,Pali BB,0,0,0,5/6/2017
IMJBL-15067,BADERI,3479,13879,1,5/6/2017
IMJBL-15068,NIGHARI,7849,83822,1,5/6/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/6/2017
IMJBL-38081,Khamtara,0,0,0,5/6/2017
IMJBL-38061,Ganeshpur_ Rptr,0,16724,1,5/6/2017
IMREW-46016,Budhanpur,10247,0,1,5/6/2017
IMREW-46025,Funga,0,9353,1,5/6/2017
IMREW-46023,Nigwani,4474,7806,1,5/6/2017
IMREW-46017,Pipariya,0,2160,1,5/6/2017
IMJBL-15013,BHAROLA,6960,17171,1,5/6/2017
IMJBL-15023,Karkeli,0,10129,1,5/6/2017
IMJBL-38019,Badwara,0,4652,1,5/6/2017
IMJBL-38131,KATARIYA,0,0,1,5/6/2017
IMJBL-15027,LOHRA,0,10405,1,5/6/2017
IMJBL-15001,Umaria 2,0,796,1,5/6/2017
IMJBL-39215,Magarmuna,15511,14956,1,5/7/2017
IMJBL-39356,Sahsan,0,0,1,5/7/2017
IMJBL-39229,Shahpura,9087,13362,1,5/7/2017
IMJBL-39239,Parsel,2036,86229,1,5/7/2017
IMJBL-39222,Patan,0,0,1,5/7/2017
IMJBL-39223,Guru Mohalla-  Patan,0,970,1,5/7/2017
IMJBL-39237,Gubra Kalan,0,20219,1,5/7/2017
IMJBL-39292,Khini,0,1679,1,5/7/2017
IMREW-46002,Jamuna Pasan,18108,37719,1,5/7/2017
IMREW-46031,Amadand,24825,1808,1,5/7/2017
IMJBL-15004,Ghunghuti,0,1210,1,5/7/2017
IMJBL-15002,Nowrozabad,0,0,1,5/7/2017
IMJBL-15003,Pali,0,90,1,5/7/2017
IMJBL-15008,Pali BB,0,0,0,5/7/2017
IMJBL-15067,BADERI,4366,8143,1,5/7/2017
IMJBL-15068,NIGHARI,18338,83086,1,5/7/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/7/2017
IMJBL-38081,Khamtara,0,0,0,5/7/2017
IMJBL-38061,Ganeshpur_ Rptr,0,16625,1,5/7/2017
IMREW-46016,Budhanpur,16945,0,1,5/7/2017
IMREW-46025,Funga,0,5281,1,5/7/2017
IMREW-46023,Nigwani,7760,10091,1,5/7/2017
IMREW-46017,Pipariya,2368,0,1,5/7/2017
IMJBL-15013,BHAROLA,0,4976,1,5/7/2017
IMJBL-15023,Karkeli,0,19997,1,5/7/2017
IMJBL-38019,Badwara,0,690,1,5/7/2017
IMJBL-38131,KATARIYA,0,0,1,5/7/2017
IMJBL-15027,LOHRA,0,5063,1,5/7/2017
IMJBL-15001,Umaria 2,0,0,1,5/7/2017
IMJBL-39215,Magarmuna,3002,7588,1,5/8/2017
IMJBL-39356,Sahsan,3744,0,1,5/8/2017
IMJBL-39229,Shahpura,0,3980,1,5/8/2017
IMJBL-39239,Parsel,7634,85908,1,5/8/2017
IMJBL-39222,Patan,0,0,1,5/8/2017
IMJBL-39223,Guru Mohalla-  Patan,1182,13651,1,5/8/2017
IMJBL-39237,Gubra Kalan,0,21005,1,5/8/2017
IMJBL-39292,Khini,0,11638,1,5/8/2017
IMREW-46002,Jamuna Pasan,360,1594,1,5/8/2017
IMREW-46031,Amadand,816,618,1,5/8/2017
IMJBL-15004,Ghunghuti,0,2855,1,5/8/2017
IMJBL-15002,Nowrozabad,0,0,1,5/8/2017
IMJBL-15003,Pali,0,165,1,5/8/2017
IMJBL-15008,Pali BB,0,0,0,5/8/2017
IMJBL-15067,BADERI,490,2718,1,5/8/2017
IMJBL-15068,NIGHARI,20236,83758,1,5/8/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/8/2017
IMJBL-38081,Khamtara,0,0,0,5/8/2017
IMJBL-38061,Ganeshpur_ Rptr,0,16537,1,5/8/2017
IMREW-46016,Budhanpur,21149,0,1,5/8/2017
IMREW-46025,Funga,4120,7488,1,5/8/2017
IMREW-46023,Nigwani,4526,4655,1,5/8/2017
IMREW-46017,Pipariya,0,926,1,5/8/2017
IMJBL-15013,BHAROLA,8174,16293,1,5/8/2017
IMJBL-15023,Karkeli,1647,20715,1,5/8/2017
IMJBL-38019,Badwara,0,808,1,5/8/2017
IMJBL-38131,KATARIYA,0,0,1,5/8/2017
IMJBL-15027,LOHRA,0,15099,1,5/8/2017
IMJBL-15001,Umaria 2,0,2824,1,5/8/2017
IMJBL-39215,Magarmuna,4350,5670,1,5/9/2017
IMJBL-39356,Sahsan,4863,0,1,5/9/2017
IMJBL-39229,Shahpura,0,7095,1,5/9/2017
IMJBL-39239,Parsel,35365,86284,1,5/9/2017
IMJBL-39222,Patan,0,0,1,5/9/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3715,1,5/9/2017
IMJBL-39237,Gubra Kalan,0,14133,1,5/9/2017
IMJBL-39292,Khini,0,4834,1,5/9/2017
IMREW-46002,Jamuna Pasan,0,3585,1,5/9/2017
IMREW-46031,Amadand,0,0,1,5/9/2017
IMJBL-15004,Ghunghuti,0,11562,1,5/9/2017
IMJBL-15002,Nowrozabad,0,0,1,5/9/2017
IMJBL-15003,Pali,0,2248,1,5/9/2017
IMJBL-15008,Pali BB,0,0,0,5/9/2017
IMJBL-15067,BADERI,5322,5806,1,5/9/2017
IMJBL-15068,NIGHARI,0,86031,1,5/9/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/9/2017
IMJBL-38081,Khamtara,0,0,0,5/9/2017
IMJBL-38061,Ganeshpur_ Rptr,0,12281,1,5/9/2017
IMREW-46016,Budhanpur,4965,0,1,5/9/2017
IMREW-46025,Funga,1030,14737,1,5/9/2017
IMREW-46023,Nigwani,4353,12454,1,5/9/2017
IMREW-46017,Pipariya,5189,0,1,5/9/2017
IMJBL-15013,BHAROLA,0,6874,1,5/9/2017
IMJBL-15023,Karkeli,0,8952,1,5/9/2017
IMJBL-38019,Badwara,0,807,1,5/9/2017
IMJBL-38131,KATARIYA,0,0,1,5/9/2017
IMJBL-15027,LOHRA,0,25389,1,5/9/2017
IMJBL-15001,Umaria 2,0,1390,1,5/9/2017
IMJBL-39215,Magarmuna,0,2105,1,5/10/2017
IMJBL-39356,Sahsan,40729,0,1,5/10/2017
IMJBL-39229,Shahpura,0,3768,1,5/10/2017
IMJBL-39239,Parsel,170,86321,1,5/10/2017
IMJBL-39222,Patan,0,0,1,5/10/2017
IMJBL-39223,Guru Mohalla-  Patan,0,2624,1,5/10/2017
IMJBL-39237,Gubra Kalan,0,2714,1,5/10/2017
IMJBL-39292,Khini,0,651,1,5/10/2017
IMREW-46002,Jamuna Pasan,11175,7834,1,5/10/2017
IMREW-46031,Amadand,1062,0,1,5/10/2017
IMJBL-15004,Ghunghuti,0,3565,1,5/10/2017
IMJBL-15002,Nowrozabad,0,541,1,5/10/2017
IMJBL-15003,Pali,0,2315,1,5/10/2017
IMJBL-15008,Pali BB,0,0,0,5/10/2017
IMJBL-15067,BADERI,2003,4321,1,5/10/2017
IMJBL-15068,NIGHARI,0,48767,1,5/10/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/10/2017
IMJBL-38081,Khamtara,0,0,0,5/10/2017
IMJBL-38061,Ganeshpur_ Rptr,0,11960,1,5/10/2017
IMREW-46016,Budhanpur,0,0,1,5/10/2017
IMREW-46025,Funga,0,4770,1,5/10/2017
IMREW-46023,Nigwani,5618,5166,1,5/10/2017
IMREW-46017,Pipariya,933,0,1,5/10/2017
IMJBL-15013,BHAROLA,14581,45956,1,5/10/2017
IMJBL-15023,Karkeli,0,2721,1,5/10/2017
IMJBL-38019,Badwara,0,819,1,5/10/2017
IMJBL-38131,KATARIYA,0,0,1,5/10/2017
IMJBL-15027,LOHRA,0,39546,1,5/10/2017
IMJBL-15001,Umaria 2,0,361,1,5/10/2017
IMJBL-39215,Magarmuna,3420,7492,1,5/11/2017
IMJBL-39356,Sahsan,46404,0,1,5/11/2017
IMJBL-39229,Shahpura,0,4037,1,5/11/2017
IMJBL-39239,Parsel,1370,86266,1,5/11/2017
IMJBL-39222,Patan,0,0,1,5/11/2017
IMJBL-39223,Guru Mohalla-  Patan,2140,6746,1,5/11/2017
IMJBL-39237,Gubra Kalan,759,34733,1,5/11/2017
IMJBL-39292,Khini,0,7010,1,5/11/2017
IMREW-46002,Jamuna Pasan,14637,18474,1,5/11/2017
IMREW-46031,Amadand,23917,0,1,5/11/2017
IMJBL-15004,Ghunghuti,3107,28774,1,5/11/2017
IMJBL-15002,Nowrozabad,0,0,1,5/11/2017
IMJBL-15003,Pali,0,1432,1,5/11/2017
IMJBL-15008,Pali BB,0,0,0,5/11/2017
IMJBL-15067,BADERI,5023,5296,1,5/11/2017
IMJBL-15068,NIGHARI,3522,86187,1,5/11/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/11/2017
IMJBL-38081,Khamtara,0,0,0,5/11/2017
IMJBL-38061,Ganeshpur_ Rptr,0,40954,1,5/11/2017
IMREW-46016,Budhanpur,0,0,1,5/11/2017
IMREW-46025,Funga,0,6798,1,5/11/2017
IMREW-46023,Nigwani,0,700,1,5/11/2017
IMREW-46017,Pipariya,0,0,1,5/11/2017
IMJBL-15013,BHAROLA,21550,12235,1,5/11/2017
IMJBL-15023,Karkeli,0,21768,1,5/11/2017
IMJBL-38019,Badwara,0,2459,1,5/11/2017
IMJBL-38131,KATARIYA,0,0,1,5/11/2017
IMJBL-15027,LOHRA,0,33888,1,5/11/2017
IMJBL-15001,Umaria 2,0,3733,1,5/11/2017
IMJBL-39215,Magarmuna,0,4220,1,5/12/2017
IMJBL-39356,Sahsan,86345,0,1,5/12/2017
IMJBL-39229,Shahpura,0,8202,1,5/12/2017
IMJBL-39239,Parsel,0,86154,1,5/12/2017
IMJBL-39222,Patan,0,0,1,5/12/2017
IMJBL-39223,Guru Mohalla-  Patan,0,1529,1,5/12/2017
IMJBL-39237,Gubra Kalan,0,6003,1,5/12/2017
IMJBL-39292,Khini,0,7316,1,5/12/2017
IMREW-46002,Jamuna Pasan,9336,9071,1,5/12/2017
IMREW-46031,Amadand,764,0,1,5/12/2017
IMJBL-15004,Ghunghuti,0,1799,1,5/12/2017
IMJBL-15002,Nowrozabad,0,0,1,5/12/2017
IMJBL-15003,Pali,0,930,1,5/12/2017
IMJBL-15008,Pali BB,0,0,0,5/12/2017
IMJBL-15067,BADERI,2839,6395,1,5/12/2017
IMJBL-15068,NIGHARI,3311,84235,1,5/12/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/12/2017
IMJBL-38081,Khamtara,3320,0,1,5/12/2017
IMJBL-38061,Ganeshpur_ Rptr,0,20368,1,5/12/2017
IMREW-46016,Budhanpur,6378,0,1,5/12/2017
IMREW-46025,Funga,0,3688,1,5/12/2017
IMREW-46023,Nigwani,0,0,1,5/12/2017
IMREW-46017,Pipariya,23639,1322,1,5/12/2017
IMJBL-15013,BHAROLA,6480,1402,1,5/12/2017
IMJBL-15023,Karkeli,0,9884,1,5/12/2017
IMJBL-38019,Badwara,0,4750,1,5/12/2017
IMJBL-38131,KATARIYA,0,0,1,5/12/2017
IMJBL-15027,LOHRA,0,450,1,5/12/2017
IMJBL-15001,Umaria 2,0,0,0,5/12/2017
IMJBL-39215,Magarmuna,195,2284,1,5/13/2017
IMJBL-39356,Sahsan,86268,0,1,5/13/2017
IMJBL-39229,Shahpura,1663,4224,1,5/13/2017
IMJBL-39239,Parsel,840,86274,1,5/13/2017
IMJBL-39222,Patan,0,0,1,5/13/2017
IMJBL-39223,Guru Mohalla-  Patan,0,5812,1,5/13/2017
IMJBL-39237,Gubra Kalan,0,42207,1,5/13/2017
IMJBL-39292,Khini,0,2993,1,5/13/2017
IMREW-46002,Jamuna Pasan,3481,1559,1,5/13/2017
IMREW-46031,Amadand,5931,0,1,5/13/2017
IMJBL-15004,Ghunghuti,0,23329,1,5/13/2017
IMJBL-15002,Nowrozabad,0,0,1,5/13/2017
IMJBL-15003,Pali,0,1005,1,5/13/2017
IMJBL-15008,Pali BB,0,0,0,5/13/2017
IMJBL-15067,BADERI,6240,6420,1,5/13/2017
IMJBL-15068,NIGHARI,2862,80239,1,5/13/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/13/2017
IMJBL-38081,Khamtara,0,0,0,5/13/2017
IMJBL-38061,Ganeshpur_ Rptr,0,30066,1,5/13/2017
IMREW-46016,Budhanpur,20842,0,1,5/13/2017
IMREW-46025,Funga,3626,23062,1,5/13/2017
IMREW-46023,Nigwani,3119,1156,1,5/13/2017
IMREW-46017,Pipariya,86289,0,1,5/13/2017
IMJBL-15013,BHAROLA,0,690,1,5/13/2017
IMJBL-15023,Karkeli,0,9031,1,5/13/2017
IMJBL-38019,Badwara,0,449,1,5/13/2017
IMJBL-38131,KATARIYA,0,0,1,5/13/2017
IMJBL-15027,LOHRA,0,777,1,5/13/2017
IMJBL-15001,Umaria 2,0,0,0,5/13/2017
IMJBL-39215,Magarmuna,7041,16600,1,5/14/2017
IMJBL-39356,Sahsan,86280,0,1,5/14/2017
IMJBL-39229,Shahpura,0,2848,1,5/14/2017
IMJBL-39239,Parsel,0,86276,1,5/14/2017
IMJBL-39222,Patan,225,4286,1,5/14/2017
IMJBL-39223,Guru Mohalla-  Patan,2095,1895,1,5/14/2017
IMJBL-39237,Gubra Kalan,0,34078,1,5/14/2017
IMJBL-39292,Khini,0,8686,1,5/14/2017
IMREW-46002,Jamuna Pasan,17259,6807,1,5/14/2017
IMREW-46031,Amadand,463,0,1,5/14/2017
IMJBL-15004,Ghunghuti,0,2638,1,5/14/2017
IMJBL-15002,Nowrozabad,0,240,1,5/14/2017
IMJBL-15003,Pali,0,329,1,5/14/2017
IMJBL-15008,Pali BB,0,0,0,5/14/2017
IMJBL-15067,BADERI,0,1531,1,5/14/2017
IMJBL-15068,NIGHARI,12889,84431,1,5/14/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/14/2017
IMJBL-38081,Khamtara,0,0,0,5/14/2017
IMJBL-38061,Ganeshpur_ Rptr,0,22882,1,5/14/2017
IMREW-46016,Budhanpur,2207,0,1,5/14/2017
IMREW-46025,Funga,3642,14014,1,5/14/2017
IMREW-46023,Nigwani,2673,8488,1,5/14/2017
IMREW-46017,Pipariya,86221,0,1,5/14/2017
IMJBL-15013,BHAROLA,0,2448,1,5/14/2017
IMJBL-15023,Karkeli,0,5773,1,5/14/2017
IMJBL-38019,Badwara,0,1632,1,5/14/2017
IMJBL-38131,KATARIYA,0,0,1,5/14/2017
IMJBL-15027,LOHRA,0,2747,1,5/14/2017
IMJBL-15001,Umaria 2,0,0,0,5/14/2017
IMJBL-39215,Magarmuna,752,5874,1,5/15/2017
IMJBL-39356,Sahsan,51064,7165,1,5/15/2017
IMJBL-39229,Shahpura,0,8191,1,5/15/2017
IMJBL-39239,Parsel,0,86277,1,5/15/2017
IMJBL-39222,Patan,3413,13068,1,5/15/2017
IMJBL-39223,Guru Mohalla-  Patan,0,455,1,5/15/2017
IMJBL-39237,Gubra Kalan,0,11067,1,5/15/2017
IMJBL-39292,Khini,0,1069,1,5/15/2017
IMREW-46002,Jamuna Pasan,3241,7326,1,5/15/2017
IMREW-46031,Amadand,3671,0,1,5/15/2017
IMJBL-15004,Ghunghuti,0,0,1,5/15/2017
IMJBL-15002,Nowrozabad,0,0,1,5/15/2017
IMJBL-15003,Pali,0,4474,1,5/15/2017
IMJBL-15008,Pali BB,0,0,0,5/15/2017
IMJBL-15067,BADERI,8516,6067,1,5/15/2017
IMJBL-15068,NIGHARI,10598,83657,1,5/15/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/15/2017
IMJBL-38081,Khamtara,0,0,0,5/15/2017
IMJBL-38061,Ganeshpur_ Rptr,0,42623,1,5/15/2017
IMREW-46016,Budhanpur,6937,0,1,5/15/2017
IMREW-46025,Funga,0,91,1,5/15/2017
IMREW-46023,Nigwani,0,0,0,5/15/2017
IMREW-46017,Pipariya,86264,0,1,5/15/2017
IMJBL-15013,BHAROLA,0,90,1,5/15/2017
IMJBL-15023,Karkeli,0,1121,1,5/15/2017
IMJBL-38019,Badwara,0,2190,1,5/15/2017
IMJBL-38131,KATARIYA,0,0,1,5/15/2017
IMJBL-15027,LOHRA,0,90,1,5/15/2017
IMJBL-15001,Umaria 2,14356,165,1,5/15/2017
IMJBL-39215,Magarmuna,1590,11136,1,5/16/2017
IMJBL-39356,Sahsan,0,0,0,5/16/2017
IMJBL-39229,Shahpura,0,2912,1,5/16/2017
IMJBL-39239,Parsel,0,86275,1,5/16/2017
IMJBL-39222,Patan,0,0,1,5/16/2017
IMJBL-39223,Guru Mohalla-  Patan,0,22837,1,5/16/2017
IMJBL-39237,Gubra Kalan,0,62809,1,5/16/2017
IMJBL-39292,Khini,0,2360,1,5/16/2017
IMREW-46002,Jamuna Pasan,16979,3035,1,5/16/2017
IMREW-46031,Amadand,0,0,1,5/16/2017
IMJBL-15004,Ghunghuti,0,12719,1,5/16/2017
IMJBL-15002,Nowrozabad,0,0,1,5/16/2017
IMJBL-15003,Pali,0,793,1,5/16/2017
IMJBL-15008,Pali BB,0,0,0,5/16/2017
IMJBL-15067,BADERI,3067,3091,1,5/16/2017
IMJBL-15068,NIGHARI,5508,85330,1,5/16/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/16/2017
IMJBL-38081,Khamtara,0,0,0,5/16/2017
IMJBL-38061,Ganeshpur_ Rptr,0,27274,1,5/16/2017
IMREW-46016,Budhanpur,15400,0,1,5/16/2017
IMREW-46025,Funga,0,1585,1,5/16/2017
IMREW-46023,Nigwani,578,2036,1,5/16/2017
IMREW-46017,Pipariya,86185,0,1,5/16/2017
IMJBL-15013,BHAROLA,7644,711,1,5/16/2017
IMJBL-15023,Karkeli,0,330,1,5/16/2017
IMJBL-38019,Badwara,0,3207,1,5/16/2017
IMJBL-38131,KATARIYA,0,0,1,5/16/2017
IMJBL-15027,LOHRA,0,450,1,5/16/2017
IMJBL-15001,Umaria 2,86285,2518,1,5/16/2017
IMJBL-39215,Magarmuna,103,4542,1,5/17/2017
IMJBL-39356,Sahsan,0,0,1,5/17/2017
IMJBL-39229,Shahpura,0,1075,1,5/17/2017
IMJBL-39239,Parsel,0,86277,1,5/17/2017
IMJBL-39222,Patan,0,1319,1,5/17/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3039,1,5/17/2017
IMJBL-39237,Gubra Kalan,0,20881,1,5/17/2017
IMJBL-39292,Khini,0,12465,1,5/17/2017
IMREW-46002,Jamuna Pasan,5977,3145,1,5/17/2017
IMREW-46031,Amadand,5055,360,1,5/17/2017
IMJBL-15004,Ghunghuti,120,1336,1,5/17/2017
IMJBL-15002,Nowrozabad,0,0,1,5/17/2017
IMJBL-15003,Pali,0,1529,1,5/17/2017
IMJBL-15008,Pali BB,0,0,0,5/17/2017
IMJBL-15067,BADERI,11161,9745,1,5/17/2017
IMJBL-15068,NIGHARI,0,86080,1,5/17/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/17/2017
IMJBL-38081,Khamtara,7401,0,1,5/17/2017
IMJBL-38061,Ganeshpur_ Rptr,0,18524,1,5/17/2017
IMREW-46016,Budhanpur,5025,0,1,5/17/2017
IMREW-46025,Funga,2521,9279,1,5/17/2017
IMREW-46023,Nigwani,856,3790,1,5/17/2017
IMREW-46017,Pipariya,86243,0,1,5/17/2017
IMJBL-15013,BHAROLA,0,1539,1,5/17/2017
IMJBL-15023,Karkeli,0,4643,1,5/17/2017
IMJBL-38019,Badwara,0,2610,1,5/17/2017
IMJBL-38131,KATARIYA,0,0,1,5/17/2017
IMJBL-15027,LOHRA,0,14816,1,5/17/2017
IMJBL-15001,Umaria 2,86222,3534,1,5/17/2017
IMJBL-39215,Magarmuna,0,2780,1,5/18/2017
IMJBL-39356,Sahsan,1767,6973,1,5/18/2017
IMJBL-39229,Shahpura,0,2355,1,5/18/2017
IMJBL-39239,Parsel,0,86276,1,5/18/2017
IMJBL-39222,Patan,526,3571,1,5/18/2017
IMJBL-39223,Guru Mohalla-  Patan,1852,2618,1,5/18/2017
IMJBL-39237,Gubra Kalan,0,9895,1,5/18/2017
IMJBL-39292,Khini,0,1187,1,5/18/2017
IMREW-46002,Jamuna Pasan,20711,7191,1,5/18/2017
IMREW-46031,Amadand,17631,0,1,5/18/2017
IMJBL-15004,Ghunghuti,0,6839,1,5/18/2017
IMJBL-15002,Nowrozabad,0,0,1,5/18/2017
IMJBL-15003,Pali,0,0,1,5/18/2017
IMJBL-15008,Pali BB,0,0,0,5/18/2017
IMJBL-15067,BADERI,2702,1949,1,5/18/2017
IMJBL-15068,NIGHARI,11843,78216,1,5/18/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/18/2017
IMJBL-38081,Khamtara,0,0,0,5/18/2017
IMJBL-38061,Ganeshpur_ Rptr,0,18277,1,5/18/2017
IMREW-46016,Budhanpur,15533,0,1,5/18/2017
IMREW-46025,Funga,0,2652,1,5/18/2017
IMREW-46023,Nigwani,1572,5778,1,5/18/2017
IMREW-46017,Pipariya,86324,0,1,5/18/2017
IMJBL-15013,BHAROLA,0,5566,1,5/18/2017
IMJBL-15023,Karkeli,0,1707,1,5/18/2017
IMJBL-38019,Badwara,0,6180,1,5/18/2017
IMJBL-38131,KATARIYA,0,0,1,5/18/2017
IMJBL-15027,LOHRA,0,20976,1,5/18/2017
IMJBL-15001,Umaria 2,86283,1577,1,5/18/2017
IMJBL-39215,Magarmuna,0,10981,1,5/19/2017
IMJBL-39356,Sahsan,28435,0,1,5/19/2017
IMJBL-39229,Shahpura,849,4496,1,5/19/2017
IMJBL-39239,Parsel,36482,86276,1,5/19/2017
IMJBL-39222,Patan,0,3631,1,5/19/2017
IMJBL-39223,Guru Mohalla-  Patan,0,3539,1,5/19/2017
IMJBL-39237,Gubra Kalan,0,13802,1,5/19/2017
IMJBL-39292,Khini,0,14439,1,5/19/2017
IMREW-46002,Jamuna Pasan,0,960,1,5/19/2017
IMREW-46031,Amadand,5269,0,1,5/19/2017
IMJBL-15004,Ghunghuti,0,10895,1,5/19/2017
IMJBL-15002,Nowrozabad,0,0,1,5/19/2017
IMJBL-15003,Pali,0,753,1,5/19/2017
IMJBL-15008,Pali BB,0,0,0,5/19/2017
IMJBL-15067,BADERI,7176,2163,1,5/19/2017
IMJBL-15068,NIGHARI,15121,84630,1,5/19/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/19/2017
IMJBL-38081,Khamtara,0,0,0,5/19/2017
IMJBL-38061,Ganeshpur_ Rptr,0,12469,1,5/19/2017
IMREW-46016,Budhanpur,4132,0,1,5/19/2017
IMREW-46025,Funga,0,8067,1,5/19/2017
IMREW-46023,Nigwani,2588,2836,1,5/19/2017
IMREW-46017,Pipariya,86296,0,1,5/19/2017
IMJBL-15013,BHAROLA,159,11894,1,5/19/2017
IMJBL-15023,Karkeli,0,2966,1,5/19/2017
IMJBL-38019,Badwara,0,0,1,5/19/2017
IMJBL-38131,KATARIYA,0,0,1,5/19/2017
IMJBL-15027,LOHRA,0,12609,1,5/19/2017
IMJBL-15001,Umaria 2,86286,3243,1,5/19/2017
IMJBL-39215,Magarmuna,862,50050,1,5/20/2017
IMJBL-39356,Sahsan,673,0,1,5/20/2017
IMJBL-39229,Shahpura,0,4070,1,5/20/2017
IMJBL-39239,Parsel,0,86276,1,5/20/2017
IMJBL-39222,Patan,256,9828,1,5/20/2017
IMJBL-39223,Guru Mohalla-  Patan,0,4557,1,5/20/2017
IMJBL-39237,Gubra Kalan,0,4080,1,5/20/2017
IMJBL-39292,Khini,0,27599,1,5/20/2017
IMREW-46002,Jamuna Pasan,8759,10441,1,5/20/2017
IMREW-46031,Amadand,905,0,1,5/20/2017
IMJBL-15004,Ghunghuti,0,15000,1,5/20/2017
IMJBL-15002,Nowrozabad,0,0,1,5/20/2017
IMJBL-15003,Pali,0,4528,1,5/20/2017
IMJBL-15008,Pali BB,0,0,0,5/20/2017
IMJBL-15067,BADERI,4429,4496,1,5/20/2017
IMJBL-15068,NIGHARI,1043,85362,1,5/20/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/20/2017
IMJBL-38081,Khamtara,0,0,0,5/20/2017
IMJBL-38061,Ganeshpur_ Rptr,0,19025,1,5/20/2017
IMREW-46016,Budhanpur,361,0,1,5/20/2017
IMREW-46025,Funga,0,4570,1,5/20/2017
IMREW-46023,Nigwani,0,0,0,5/20/2017
IMREW-46017,Pipariya,86322,0,1,5/20/2017
IMJBL-15013,BHAROLA,9300,15377,1,5/20/2017
IMJBL-15023,Karkeli,0,1639,1,5/20/2017
IMJBL-38019,Badwara,0,4085,1,5/20/2017
IMJBL-38131,KATARIYA,0,0,1,5/20/2017
IMJBL-15027,LOHRA,0,14158,1,5/20/2017
IMJBL-15001,Umaria 2,73205,600,1,5/20/2017
IMJBL-39215,Magarmuna,2743,6351,1,5/21/2017
IMJBL-39356,Sahsan,325,0,1,5/21/2017
IMJBL-39229,Shahpura,0,1313,1,5/21/2017
IMJBL-39239,Parsel,0,86276,1,5/21/2017
IMJBL-39222,Patan,0,991,1,5/21/2017
IMJBL-39223,Guru Mohalla-  Patan,0,990,1,5/21/2017
IMJBL-39237,Gubra Kalan,0,9121,1,5/21/2017
IMJBL-39292,Khini,44823,25353,1,5/21/2017
IMREW-46002,Jamuna Pasan,28148,9535,1,5/21/2017
IMREW-46031,Amadand,37155,0,1,5/21/2017
IMJBL-15004,Ghunghuti,0,17159,1,5/21/2017
IMJBL-15002,Nowrozabad,0,0,1,5/21/2017
IMJBL-15003,Pali,0,0,1,5/21/2017
IMJBL-15008,Pali BB,0,0,0,5/21/2017
IMJBL-15067,BADERI,4197,2312,1,5/21/2017
IMJBL-15068,NIGHARI,7642,85356,1,5/21/2017
IMJBL-15006,Bhagra(Umaria),0,0,1,5/21/2017
IMJBL-38081,Khamtara,0,0,0,5/21/2017
IMJBL-38061,Ganeshpur_ Rptr,0,10683,1,5/21/2017
IMREW-46016,Budhanpur,36993,0,1,5/21/2017
IMREW-46025,Funga,22774,18821,1,5/21/2017
IMREW-46023,Nigwani,0,0,0,5/21/2017
IMREW-46017,Pipariya,86175,0,1,5/21/2017
IMJBL-15013,BHAROLA,0,16700,1,5/21/2017
IMJBL-15023,Karkeli,0,4126,1,5/21/2017
IMJBL-38019,Badwara,0,10711,1,5/21/2017
IMJBL-38131,KATARIYA,0,0,1,5/21/2017
IMJBL-15027,LOHRA,0,42984,1,5/21/2017
IMJBL-15001,Umaria 2,28647,0,1,5/21/2017
IMJBL-39215,Magarmuna,3846,12731,1,5/22/2017
IMJBL-39356,Sahsan,11777,0,1,5/22/2017
IMJBL-39229,Shahpura,505,4474,1,5/22/2017
